source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4 weight_t5 weight_t6
22 181 1 0 0 0 0 0 0
22 215 1 0 0 0 0 0 0
22 305 0 0 0 0 0 1 1
22 316 1 0 0 0 0 0 0
22 371 1 0 0 0 0 0 0
22 373 0 0 0 0 1 1 0
22 409 1 0 0 0 0 0 0
22 427 1 0 0 0 0 0 0
22 449 1 0 0 0 0 0 0
22 462 0 0 0 0 1 1 1
23 4 1 0 0 0 0 0 0
23 22 1 0 0 0 0 0 0
23 46 1 1 0 0 0 0 0
23 71 1 0 0 0 0 0 0
23 85 1 1 1 1 1 1 1
23 113 1 1 1 1 1 1 1
23 117 1 0 0 0 0 0 0
23 120 1 0 0 0 0 0 0
23 147 1 0 0 0 0 0 0
23 162 1 0 0 0 0 0 0
23 163 1 1 1 1 1 1 0
23 213 1 0 0 0 0 0 0
23 301 1 0 0 0 0 0 0
23 427 1 0 0 0 0 0 0
23 429 1 0 0 0 0 0 0
23 462 1 0 0 0 0 0 0
23 468 1 0 0 0 0 0 0
23 481 1 0 0 0 0 0 0
24 4 1 0 0 0 0 0 0
24 17 1 1 1 0 0 0 0
24 44 1 0 0 0 0 0 0
24 50 0 0 0 1 0 0 0
24 95 0 0 1 1 1 1 0
24 111 1 0 0 0 0 0 0
24 115 1 0 0 0 0 0 0
24 119 1 0 0 0 0 0 0
24 153 1 0 0 0 0 0 0
24 162 1 1 0 0 0 0 0
24 177 1 0 0 0 0 0 0
24 180 0 0 0 0 1 0 0
24 218 1 0 0 0 0 0 0
24 257 1 0 0 0 0 0 0
24 321 1 0 0 0 0 0 0
24 356 0 0 0 0 0 0 1
24 358 1 0 0 0 0 0 0
24 376 1 0 0 0 0 0 0
24 454 1 0 0 0 0 0 0
24 489 1 0 0 0 0 0 0
25 34 1 0 0 0 0 0 0
25 96 0 0 0 1 1 1 1
25 101 1 0 0 0 0 0 0
25 153 0 0 0 1 1 1 1
25 274 1 0 0 0 0 0 0
25 303 1 0 0 0 0 0 0
25 333 1 0 0 0 0 0 0
25 359 1 0 0 0 0 0 0
25 473 1 0 0 0 0 0 0
26 2 1 0 0 0 0 0 0
26 31 0 0 1 1 1 1 1
26 61 1 0 0 0 0 0 0
26 104 1 1 0 0 0 0 0
26 126 0 0 0 1 1 0 0
26 192 1 0 0 0 0 0 0
26 229 1 0 0 0 0 0 0
26 287 0 1 1 1 1 1 1
26 300 0 0 0 0 0 0 1
26 315 1 0 0 0 0 0 0
26 350 1 0 0 0 0 0 0
27 19 0 1 1 1 1 1 1
27 99 1 0 0 0 0 0 0
27 101 1 1 1 1 1 1 1
27 108 1 0 0 0 0 0 0
27 130 1 0 0 0 0 0 0
27 135 1 0 0 0 0 0 0
27 156 0 1 1 1 0 0 0
27 174 1 0 0 0 0 0 0
27 191 1 0 0 0 0 0 0
27 239 0 0 0 0 0 1 1
27 261 1 0 0 0 0 0 0
27 278 0 0 0 0 0 1 1
27 317 0 0 0 0 0 1 1
27 337 1 0 0 0 0 0 0
27 371 1 0 0 0 0 0 0
27 446 1 0 0 0 0 0 0
27 468 1 0 0 0 0 0 0
27 475 0 0 0 0 0 0 1
27 477 1 0 0 0 0 0 0
27 484 1 0 0 0 0 0 0
27 486 1 0 0 0 0 0 0
28 3 1 0 0 0 0 0 0
28 22 0 0 0 1 1 0 0
28 58 1 0 0 0 0 0 0
28 89 1 0 0 0 0 0 0
28 91 1 0 0 0 0 0 0
28 157 0 0 0 1 1 1 1
28 212 1 0 0 0 0 0 0
28 216 1 0 0 0 0 0 0
28 222 1 0 0 0 0 0 0
28 255 1 0 0 0 0 0 0
28 261 1 0 0 0 0 0 0
28 402 1 0 0 0 0 0 0
28 427 0 0 0 0 0 0 1
28 451 1 0 0 0 0 0 0
28 466 1 0 0 0 0 0 0
28 482 1 0 0 0 0 0 0
28 489 1 0 0 0 0 0 0
29 23 1 0 0 0 0 0 0
29 46 0 1 1 1 1 1 1
29 67 1 0 0 0 0 0 0
29 84 1 0 0 0 0 0 0
29 149 1 1 1 1 1 1 0
29 162 0 0 1 1 1 1 1
29 202 1 0 0 0 0 0 0
29 251 0 0 0 0 0 0 1
29 262 1 0 0 0 0 0 0
29 344 1 0 0 0 0 0 0
29 373 1 0 0 0 0 0 0
29 461 1 0 0 0 0 0 0
29 474 1 0 0 0 0 0 0
29 476 1 0 0 0 0 0 0
29 488 1 0 0 0 0 0 0
29 492 1 0 0 0 0 0 0
30 18 1 0 1 1 1 1 1
30 27 1 0 0 0 0 0 0
30 38 0 1 1 1 1 1 1
30 65 1 0 0 0 0 0 0
30 96 1 0 0 0 0 0 0
30 108 1 1 1 1 1 1 1
30 121 1 1 1 1 1 1 1
30 127 0 0 1 1 1 1 1
30 133 1 1 1 1 1 1 1
30 146 1 1 1 1 1 1 1
30 179 0 0 0 0 0 0 1
30 208 1 0 0 0 0 0 0
30 282 1 0 0 0 0 0 0
30 302 1 0 0 0 0 0 0
30 361 1 0 0 0 0 0 0
30 371 1 0 0 0 0 0 0
30 376 0 0 0 0 0 1 1
30 475 0 0 0 0 0 0 1
31 43 1 0 0 0 0 0 0
31 49 1 0 0 0 0 0 0
31 76 1 0 0 0 0 0 0
31 88 1 0 0 0 0 0 0
31 121 1 0 0 0 0 0 0
31 126 1 1 1 1 1 1 1
31 138 1 1 1 1 1 1 1
31 144 1 0 0 0 0 0 0
31 155 1 0 0 0 0 0 0
31 158 1 1 1 1 1 1 1
31 165 0 0 0 1 1 0 0
31 169 1 0 0 0 0 0 0
31 170 0 0 0 0 0 1 1
31 197 1 0 0 0 0 0 0
31 230 1 0 0 0 0 0 0
31 311 1 0 0 0 0 0 0
31 356 0 0 0 0 1 1 1
31 409 1 0 0 0 0 0 0
31 490 1 0 0 0 1 1 1
32 13 1 0 0 0 0 0 0
32 46 1 0 0 0 0 0 0
32 49 1 0 0 0 0 0 0
32 65 1 0 0 0 0 0 0
32 72 1 0 0 0 0 0 0
32 87 1 0 0 0 0 0 0
32 95 1 0 0 0 0 0 0
32 126 1 0 0 0 0 0 0
32 160 1 0 0 0 0 0 0
32 162 1 0 0 0 0 0 0
32 176 0 0 0 0 0 1 0
32 209 1 0 0 0 0 0 0
32 228 0 0 0 0 1 1 0
32 287 0 0 0 0 0 0 1
32 301 1 0 0 0 0 0 0
32 371 1 0 0 0 0 0 0
32 415 0 0 0 0 1 1 1
32 423 1 0 0 0 0 0 0
32 440 1 0 0 0 0 0 0
32 453 1 0 0 0 0 0 0
32 480 1 0 0 0 0 0 0
32 486 1 0 0 0 0 0 0
33 14 1 0 0 0 0 0 0
33 15 1 1 1 1 1 1 0
33 34 0 0 1 0 0 0 0
33 35 1 0 0 0 0 0 0
33 46 0 0 0 1 1 1 1
33 56 1 0 0 0 0 0 0
33 58 1 0 0 0 0 0 0
33 63 1 0 0 0 0 0 0
33 67 1 0 0 0 0 0 0
33 71 1 1 1 0 0 0 0
33 77 1 0 0 0 0 0 0
33 96 1 0 0 0 0 0 0
33 102 1 1 1 1 1 1 1
33 111 1 1 0 0 0 0 0
33 119 1 0 0 0 0 0 0
33 124 1 0 0 0 0 0 0
33 162 1 0 0 0 0 0 0
33 180 1 0 0 0 0 0 0
33 189 1 0 0 0 0 0 0
33 234 1 0 0 0 0 0 0
33 297 1 0 0 0 0 0 0
33 316 1 0 0 0 0 0 0
33 320 1 0 0 0 0 0 0
33 403 1 0 0 0 0 0 0
33 405 1 0 0 0 0 0 0
33 411 1 0 0 0 0 0 0
33 440 1 0 0 0 0 0 0
34 13 0 0 0 1 1 1 1
34 15 1 0 0 0 0 0 0
34 49 0 1 1 1 0 0 0
34 53 1 0 0 0 0 0 0
34 64 1 0 0 0 0 0 0
34 89 0 0 1 0 0 0 0
34 102 1 0 0 0 0 0 0
34 106 1 0 0 0 0 0 0
34 132 1 0 0 0 0 0 0
34 154 1 0 0 0 0 0 1
34 156 1 0 0 0 0 0 0
34 236 1 0 0 0 0 0 0
34 248 1 0 0 0 0 0 0
34 315 0 0 0 0 0 0 1
34 330 1 0 0 0 0 0 0
34 350 1 0 0 0 0 0 0
34 356 1 0 0 0 0 0 0
34 360 1 0 0 0 0 0 0
34 392 1 0 0 0 0 0 0
34 468 0 0 0 0 0 1 0
35 25 1 0 0 0 0 0 0
35 51 1 1 1 0 0 0 0
35 53 1 0 0 0 0 0 0
35 75 1 0 1 1 1 0 0
35 76 0 0 0 1 1 1 1
35 79 1 0 0 0 0 0 0
35 104 1 0 0 0 0 0 0
35 107 0 0 1 0 0 0 0
35 109 0 0 0 1 1 1 1
35 113 1 0 0 0 0 0 0
35 123 1 1 1 0 0 0 0
35 138 1 1 0 0 0 0 0
35 139 1 1 1 0 0 0 0
35 199 1 0 0 0 0 0 0
35 279 1 0 0 0 0 0 0
35 280 0 0 0 0 0 0 1
35 292 1 0 0 0 0 0 0
35 306 0 0 0 0 1 0 0
35 361 0 0 0 0 1 1 0
35 378 1 0 0 0 0 0 0
35 385 1 0 0 0 0 0 0
35 409 1 0 0 0 0 0 0
35 436 1 0 0 0 0 0 0
35 462 0 0 0 0 0 0 1
35 480 1 0 0 0 0 0 0
36 33 0 1 1 1 1 1 1
36 76 0 0 0 1 0 0 0
36 88 1 1 0 0 0 0 0
36 98 1 0 0 0 0 0 0
36 110 1 0 0 0 0 0 0
36 120 1 1 1 0 0 0 0
36 145 1 0 0 0 0 0 0
36 146 0 0 0 0 1 1 0
36 158 1 0 0 0 0 0 0
36 191 0 0 0 0 0 0 1
36 287 1 0 0 0 0 0 0
36 295 1 0 0 0 0 0 0
36 319 1 0 0 0 0 0 0
36 339 1 0 0 0 0 0 0
36 359 0 0 0 0 0 0 1
36 408 1 0 0 0 0 0 0
36 414 0 0 0 0 0 0 1
37 17 1 0 0 0 0 0 0
37 19 1 1 0 0 0 0 0
37 32 1 1 1 1 1 1 1
37 45 1 1 1 0 0 0 0
37 84 0 1 1 1 1 0 0
37 88 0 1 1 1 1 1 0
37 105 1 1 1 1 1 1 1
37 110 1 1 1 1 0 0 0
37 121 1 0 0 0 0 0 0
37 125 0 0 1 1 0 0 0
37 131 0 0 1 1 0 0 0
37 143 1 0 0 0 0 0 0
37 163 0 1 1 1 1 0 0
37 191 1 0 0 0 0 0 0
37 217 1 0 0 0 0 0 0
37 245 1 0 0 0 0 0 0
37 307 1 0 0 0 0 0 0
37 315 1 0 0 0 0 0 0
37 328 1 0 0 0 0 0 0
37 337 1 0 0 0 0 0 0
37 361 1 0 0 0 0 0 0
37 367 1 0 0 0 0 0 0
37 369 1 0 0 0 0 0 0
37 446 1 0 0 0 0 0 0
37 448 0 0 0 0 0 0 1
37 462 1 0 0 0 0 0 0
38 30 1 1 0 0 0 0 0
38 37 1 0 0 0 0 0 0
38 75 1 0 0 0 0 0 0
38 81 1 1 0 0 0 0 0
38 88 1 0 0 0 0 0 0
38 93 1 0 0 0 0 0 0
38 124 0 1 1 1 1 1 1
38 128 1 0 0 0 0 0 0
38 160 0 0 0 1 1 1 1
38 164 0 1 1 1 0 0 0
38 165 1 0 0 0 0 0 0
38 182 1 0 0 0 0 0 0
38 187 1 0 0 0 0 0 0
38 282 1 0 0 0 0 0 0
38 287 0 0 0 0 0 1 0
38 289 1 0 0 0 0 0 0
38 349 1 0 0 0 0 0 0
38 412 1 0 0 0 0 0 0
38 415 1 0 0 0 0 0 0
38 441 1 0 0 0 0 0 0
38 465 1 0 0 0 0 0 0
38 481 0 0 0 0 1 1 1
39 16 1 1 1 0 0 0 0
39 71 0 0 1 1 1 1 1
39 84 1 0 0 0 0 0 0
39 100 1 1 1 0 0 0 0
39 101 1 1 1 1 0 0 0
39 189 1 0 0 0 0 0 0
39 221 1 0 0 0 0 0 0
39 268 1 0 0 0 0 0 0
39 270 1 0 0 0 0 0 0
39 299 1 0 0 0 0 0 0
39 300 1 0 0 0 0 0 0
39 358 1 0 0 0 0 0 0
39 373 1 0 0 0 0 0 0
39 375 1 0 0 0 0 0 0
39 433 1 0 0 0 0 0 0
39 478 1 0 0 0 0 0 0
39 483 0 0 0 0 1 1 0
40 5 1 1 1 0 0 0 0
40 11 1 0 0 0 0 0 0
40 54 0 0 1 1 1 1 1
40 58 0 0 0 1 1 1 1
40 79 0 0 1 1 0 0 0
40 103 1 0 0 0 0 0 0
40 147 0 0 0 1 1 1 1
40 197 1 0 0 0 0 0 0
40 258 1 0 0 0 0 0 0
40 380 1 0 0 0 0 0 0
40 409 1 0 0 0 0 0 0
40 473 1 0 0 0 0 0 0
41 27 1 0 0 0 0 0 0
41 62 1 1 1 1 1 1 1
41 89 1 1 1 1 1 0 0
41 97 1 0 0 0 0 0 0
41 101 1 0 0 0 0 0 0
41 116 1 0 0 0 0 0 0
41 119 1 0 0 0 0 0 0
41 139 0 1 1 0 0 0 0
41 191 1 0 0 0 0 0 0
41 211 1 0 0 0 0 0 0
41 252 1 0 0 0 0 0 0
41 347 1 0 0 0 0 0 0
41 375 1 0 0 0 0 0 0
41 381 1 0 0 0 0 0 0
41 391 1 0 0 0 0 0 0
41 414 0 0 0 0 1 1 0
42 4 1 0 0 0 0 0 0
42 15 1 1 1 1 0 0 0
42 69 1 0 0 0 0 0 0
42 73 1 1 0 0 0 0 0
42 77 1 1 1 1 0 0 0
42 99 1 0 0 0 0 0 0
42 101 1 0 0 0 0 0 0
42 103 1 0 0 0 0 0 0
42 112 1 1 1 1 1 1 1
42 133 1 0 0 0 0 0 0
42 149 1 1 1 1 1 1 1
42 165 1 0 0 0 0 0 0
42 177 1 0 0 0 0 0 0
42 222 1 1 1 1 1 1 0
42 252 1 0 0 0 0 0 0
42 257 1 0 0 0 0 0 0
42 282 1 0 0 0 0 0 0
42 327 1 0 0 0 0 0 0
42 361 0 0 0 0 1 1 1
