source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4
40 18 1 1 0 0 0
40 23 0 1 0 0 0
41 7 1 1 1 1 1
41 9 0 1 1 1 1
41 27 0 0 0 1 1
41 36 1 0 0 0 0
41 40 1 1 1 0 0
41 78 0 0 1 1 1
42 27 1 0 0 0 0
42 32 1 1 1 1 1
42 40 1 1 1 1 1
43 38 0 0 0 1 1
43 48 0 0 1 1 1
44 4 0 0 1 1 0
44 12 0 0 0 0 1
44 31 0 1 1 1 1
44 42 0 0 0 1 1
44 49 0 0 0 1 1
45 7 0 0 0 1 0
45 10 0 0 1 1 1
45 36 1 1 1 1 1
45 39 0 0 1 1 1
45 49 0 1 1 1 1
46 25 0 1 1 1 0
46 28 0 0 0 0 1
46 43 0 0 0 0 1
47 9 0 0 0 1 1
47 17 1 0 0 0 0
47 30 1 1 0 0 0
47 34 0 0 1 1 1
48 10 1 1 0 0 0
48 14 1 1 1 0 0
48 25 1 1 1 1 1
48 37 0 0 0 0 1
48 43 1 1 1 0 0
49 10 0 0 1 1 0
49 13 0 0 0 0 1
49 25 1 1 0 0 0
49 34 0 0 0 0 1
49 51 0 0 0 0 1
50 7 1 0 0 0 0
50 10 1 0 0 0 0
50 15 1 1 0 0 0
50 54 0 0 0 0 1
50 64 0 0 0 0 1
50 68 1 1 1 0 0
50 78 1 1 0 0 0
50 80 0 0 0 0 1
50 83 0 0 1 1 1
50 88 1 0 0 0 0
51 53 0 0 1 1 1
51 56 1 0 0 0 1
51 79 0 0 0 0 1
51 82 1 1 1 1 1
51 84 0 1 1 1 1
51 86 1 1 0 0 0
51 91 1 1 1 1 1
51 95 1 0 0 0 0
52 13 0 0 0 0 1
52 76 0 0 0 0 1
52 87 0 0 1 1 1
53 33 0 0 0 1 1
53 79 0 0 0 1 0
53 96 0 0 0 1 0
54 58 1 1 0 0 0
54 86 1 0 0 0 0
54 90 1 0 0 0 0
54 94 1 1 0 0 0
55 52 0 0 0 1 1
55 64 1 1 1 1 1
55 84 1 1 1 0 0
55 99 0 0 1 1 0
56 51 0 0 1 1 1
56 53 1 1 1 1 1
56 57 1 1 1 1 0
56 70 1 1 1 1 1
56 73 1 1 1 1 0
56 83 0 1 1 1 1
56 86 0 0 0 1 1
56 91 0 0 1 1 1
57 56 0 0 0 0 1
57 60 0 0 0 1 1
57 72 0 0 0 0 1
57 76 1 0 0 0 0
57 89 1 1 1 1 1
58 54 0 1 1 1 1
58 73 0 0 0 0 1
58 76 0 0 1 0 0
58 84 1 1 1 0 0
59 68 0 0 0 1 1
59 72 1 0 0 0 0
59 77 1 1 1 0 0
59 97 0 0 0 1 1
60 4 0 0 0 0 1
60 34 0 0 0 0 1
60 56 1 1 1 1 1
60 70 0 0 0 1 1
60 74 0 1 1 1 1
60 81 0 1 0 0 0
60 89 0 0 0 0 1
61 53 1 1 0 0 0
61 69 0 0 1 1 0
61 75 0 0 1 1 0
61 83 1 1 1 1 0
61 85 1 1 1 1 1
61 87 0 0 0 0 1
61 96 0 0 1 1 1
62 53 1 1 1 1 0
62 91 0 0 1 1 1
63 31 1 1 1 1 0
63 61 1 1 1 0 0
63 65 1 1 1 1 0
63 75 1 1 0 0 0
63 97 0 0 1 1 1
64 52 1 1 0 0 0
64 75 1 1 1 1 1
64 80 0 0 0 0 1
65 72 1 1 0 0 0
65 77 0 0 0 0 1
65 94 1 0 0 0 0
66 71 0 0 1 1 1
66 77 1 1 1 1 1
66 78 1 0 0 0 0
66 82 1 1 1 1 1
66 89 0 0 0 0 1
66 99 1 1 1 0 0
67 35 1 1 1 1 1
67 39 1 0 0 0 0
67 52 0 0 1 1 1
67 62 0 0 1 1 1
67 75 1 0 0 0 0
67 78 0 0 1 1 1
67 83 1 1 1 1 1
67 87 1 1 1 1 1
67 89 0 0 0 0 1
68 52 0 0 0 1 1
68 67 0 0 1 1 1
68 80 1 0 0 0 0
68 81 0 1 1 1 1
68 84 1 1 1 1 1
68 85 0 0 1 1 1
68 89 0 0 1 1 1
68 99 1 1 1 1 1
69 73 0 1 1 1 0
69 74 1 1 1 0 0
70 47 1 1 1 1 0
70 56 0 0 1 0 0
70 67 1 0 0 0 1
70 72 1 1 1 1 0
70 82 0 0 0 1 0
70 90 1 1 1 0 0
70 91 1 1 1 1 1
71 53 1 1 1 0 0
71 55 0 1 1 1 1
71 69 0 1 1 1 1
71 72 1 1 0 0 0
71 81 0 0 1 1 1
71 84 1 1 1 0 0
71 93 1 1 1 1 0
72 52 1 1 1 1 1
72 60 1 1 1 1 1
72 70 0 0 0 1 1
72 74 0 0 1 1 1
72 80 1 1 0 0 0
72 94 0 0 0 0 1
72 95 0 1 1 1 1
73 52 0 0 0 1 1
73 59 0 1 1 1 1
73 69 1 1 1 1 1
73 71 0 0 0 1 1
73 93 1 1 1 1 1
73 95 0 0 0 0 1
73 96 1 1 1 1 1
73 98 1 1 1 0 0
74 50 1 1 1 1 0
74 65 0 0 0 0 1
74 71 0 0 1 1 0
74 79 0 0 0 1 1
75 79 1 1 0 0 0
76 82 0 0 0 0 1
76 97 1 0 0 0 0
77 50 0 0 1 1 1
77 53 1 1 1 1 1
77 59 0 0 0 1 1
77 66 0 0 0 1 1
77 76 1 1 0 0 0
77 81 0 0 1 0 0
77 93 1 1 1 1 1
78 45 1 1 0 0 0
78 62 0 0 0 1 0
78 67 0 0 0 0 1
78 69 0 0 0 1 1
78 94 0 0 0 0 1
78 96 0 0 0 0 1
79 54 0 0 0 1 1
79 60 0 0 0 1 1
79 73 0 0 0 0 1
79 75 0 1 1 1 0
79 83 0 0 1 0 0
79 88 0 1 1 0 0
79 96 0 0 0 1 0
80 43 1 1 0 0 0
80 57 0 0 0 0 1
80 64 1 1 1 1 0
80 79 0 1 1 1 1
80 85 1 1 1 0 0
81 54 1 1 1 1 1
81 61 1 1 0 0 0
81 71 0 0 0 0 1
81 82 0 0 0 1 1
81 93 0 1 1 1 1
81 94 0 0 1 1 1
82 43 0 0 0 0 1
82 57 0 0 1 1 1
82 70 0 0 1 0 1
82 77 1 0 0 0 0
82 78 0 0 1 1 0
82 91 0 0 0 0 1
82 98 1 1 1 1 1
84 62 1 0 0 0 0
84 80 0 0 0 0 1
84 95 1 1 1 1 1
85 52 1 1 1 1 1
85 56 1 0 0 0 0
85 68 0 0 0 0 1
85 72 1 0 0 0 0
85 94 0 0 0 1 1
85 99 1 0 1 1 1
86 56 0 0 1 1 1
86 57 0 0 1 0 0
86 99 0 0 1 0 0
88 12 1 1 0 0 0
88 49 1 0 0 0 0
88 81 0 1 1 0 0
88 85 1 1 0 0 0
88 98 1 1 1 1 0
89 60 1 1 1 1 1
89 71 0 0 0 1 0
89 98 1 1 1 1 1
90 54 1 0 1 1 1
90 81 0 0 1 1 1
90 89 0 0 1 1 1
90 98 0 0 1 1 1
91 8 1 0 0 0 0
91 56 1 1 1 1 1
91 58 1 1 0 0 0
91 64 0 1 1 1 0
91 87 1 1 0 0 0
92 39 0 1 1 1 0
92 52 0 0 0 0 1
92 94 0 0 0 0 1
92 96 1 1 1 1 1
92 97 0 0 0 0 1
93 60 0 1 0 0 0
93 65 0 0 0 1 0
93 68 1 1 0 0 0
94 21 0 1 0 0 0
94 57 0 1 1 1 1
94 92 0 0 1 1 0
94 96 1 1 1 1 1
95 13 0 0 0 0 1
95 51 0 1 1 1 1
95 71 1 1 1 1 1
95 73 0 0 1 1 1
95 84 0 0 0 1 1
95 87 0 0 0 1 1
96 19 1 1 1 1 1
96 53 1 1 1 0 0
96 60 1 1 1 0 0
96 73 0 1 0 0 0
96 77 1 1 0 0 0
97 56 1 1 0 0 0
97 60 0 0 0 0 1
97 69 0 1 0 0 0
97 81 0 0 1 1 1
97 87 1 1 1 1 1
98 52 1 0 0 0 0
98 67 1 1 0 0 0
99 31 1 0 0 0 0
99 55 1 1 1 1 1
99 65 0 0 0 1 1
99 68 0 0 1 1 1
99 82 1 1 1 1 1
